city,preco_compra,tipo,razao_social,distribuidora,bairro,data_coleta,fornecedor,state,modalidade_de_compra,preco_venda,endereco,bandeira,id
CRUZEIRO DO SUL,-,Diesel,R. C. de Lima,-,Centro,20/04/2011,-,AC,-,"2,780","Avenida Boulevard Thaumaturgo, 1031",PETROBRAS DISTRIBUIDORA S.A,6-532-618-0
CRUZEIRO DO SUL,-,Diesel,M. Nascimento de Souza,-,Miritizal,20/04/2011,-,AC,-,"2,780","Margem Esquerda do Rio Juruá, S/n",BRANCA,6-532-618-1
CRUZEIRO DO SUL,-,Diesel,L & S Comércio Varejista de Combustíveis Ltda,-,Lagoa,20/04/2011,-,AC,-,"2,780","Margem Esquerda do Rio Juruá, S/n Porto do Aterro",PETROBRAS DISTRIBUIDORA S.A,6-532-618-2
CRUZEIRO DO SUL,-,Diesel,L & S Comércio Varejista de Combustíveis Ltda,-,Cohab,20/04/2011,-,AC,-,"2,780","Rua Tarauaca, 400",PETROBRAS DISTRIBUIDORA S.A,6-532-618-3
CRUZEIRO DO SUL,-,Diesel,Aerobran Distribuidora Importacao e Exportacao Ltda,-,Cobal,20/04/2011,-,AC,-,"2,780","Avenida Getulio Vargas, S/n Esquina Com Rua Amazonas",BRANCA,6-532-618-4
CRUZEIRO DO SUL,-,Diesel,San Marino Petroleo Ltda.,-,Copacabana,20/04/2011,-,AC,-,"2,790","Avenida Copacabana, 440",BRANCA,6-532-618-5
CRUZEIRO DO SUL,-,Diesel,L & S Comércio Varejista de Combustíveis Ltda,-,Centro,20/04/2011,-,AC,-,"2,790","Margem Esquerda do Rio Jurua, S/n Proximo Porto do Buraco",PETROBRAS DISTRIBUIDORA S.A,6-532-618-6
CRUZEIRO DO SUL,-,Diesel,R. C. de Lima,-,Vinte e Cinco de Agosto,20/04/2011,-,AC,-,"2,790","Avenida Vinte e Cinco de Agosto, 1350",PETROBRAS DISTRIBUIDORA S.A,6-532-618-7
CRUZEIRO DO SUL,-,Diesel,Auto Posto Dois Corações Ltda,-,Centro,20/04/2011,-,AC,-,"2,790","Avenida Boulevard Thaumaturgo, 210",BRANCA,6-532-618-8
CRUZEIRO DO SUL,-,Etanol,R. C. de Lima,-,Vinte e Cinco de Agosto,20/04/2011,-,AC,-,"2,790","Avenida Vinte e Cinco de Agosto, 1350",PETROBRAS DISTRIBUIDORA S.A,6-643-618-0
CRUZEIRO DO SUL,-,Etanol,San Marino Petroleo Ltda.,-,Copacabana,20/04/2011,-,AC,-,"2,790","Avenida Copacabana, 440",BRANCA,6-643-618-1
CRUZEIRO DO SUL,-,Etanol,L & S Comércio Varejista de Combustíveis Ltda,-,Lagoa,20/04/2011,-,AC,-,"2,790","Margem Esquerda do Rio Juruá, S/n Porto do Aterro",PETROBRAS DISTRIBUIDORA S.A,6-643-618-2
CRUZEIRO DO SUL,-,Etanol,R. C. de Lima,-,Centro,20/04/2011,-,AC,-,"2,790","Avenida Boulevard Thaumaturgo, 1031",PETROBRAS DISTRIBUIDORA S.A,6-643-618-3
CRUZEIRO DO SUL,-,Etanol,L & S Comércio Varejista de Combustíveis Ltda,-,Cohab,20/04/2011,-,AC,-,"2,790","Rua Tarauaca, 400",PETROBRAS DISTRIBUIDORA S.A,6-643-618-4
CRUZEIRO DO SUL,-,GLP,R. C. de Lima,-,João Alves,20/04/2011,,AC,-,"50,00","Avenida Lauro Muller, 943",-,6-462-618-0
CRUZEIRO DO SUL,-,GLP,A Gas Comércio Ltda -,-,Remanso,20/04/2011,,AC,-,"50,00","Estrada do Remanso, 810",-,6-462-618-1
CRUZEIRO DO SUL,"31,79",GLP,R. C. de Lima,FOGAS,Aeroporto Velho,20/04/2011,,AC,CIF,"50,00","Avenida 25 de Agosto, 5420",-,6-462-618-2
CRUZEIRO DO SUL,-,GLP,L. S. G. Gaspar,-,Artur Maia,20/04/2011,,AC,-,"53,00","Rua Solimões, 0719 Esq. C/ Rua Canamaris",-,6-462-618-3
CRUZEIRO DO SUL,-,GLP,R. C. de Lima,-,Centro,20/04/2011,,AC,-,"53,00","Avenida Boulevard Thaumaturgo, 1031",-,6-462-618-4
CRUZEIRO DO SUL,-,Gasolina,L & S Comércio Varejista de Combustíveis Ltda,-,Cohab,20/04/2011,-,AC,-,"3,500","Rua Tarauaca, 400",PETROBRAS DISTRIBUIDORA S.A,6-487-618-0
CRUZEIRO DO SUL,-,Gasolina,R. C. de Lima,-,Centro,20/04/2011,-,AC,-,"3,500","Avenida Boulevard Thaumaturgo, 1031",PETROBRAS DISTRIBUIDORA S.A,6-487-618-1
CRUZEIRO DO SUL,-,Gasolina,L & S Comércio Varejista de Combustíveis Ltda,-,Centro,20/04/2011,-,AC,-,"3,500","Margem Esquerda do Rio Jurua, S/n Proximo Porto do Buraco",PETROBRAS DISTRIBUIDORA S.A,6-487-618-2
CRUZEIRO DO SUL,-,Gasolina,Auto Posto Dois Corações Ltda,-,Centro,20/04/2011,-,AC,-,"3,500","Avenida Boulevard Thaumaturgo, 210",BRANCA,6-487-618-3
CRUZEIRO DO SUL,-,Gasolina,Aerobran Distribuidora Importacao e Exportacao Ltda,-,Cobal,20/04/2011,-,AC,-,"3,500","Avenida Getulio Vargas, S/n Esquina Com Rua Amazonas",BRANCA,6-487-618-4
CRUZEIRO DO SUL,-,Gasolina,R. C. de Lima,-,João Alves,20/04/2011,-,AC,-,"3,500","Avenida Lauro Muller, 943",BRANCA,6-487-618-5
CRUZEIRO DO SUL,-,Gasolina,M. Nascimento de Souza,-,Miritizal,20/04/2011,-,AC,-,"3,500","Margem Esquerda do Rio Juruá, S/n",BRANCA,6-487-618-6
CRUZEIRO DO SUL,-,Gasolina,San Marino Petroleo Ltda.,-,Copacabana,20/04/2011,-,AC,-,"3,500","Avenida Copacabana, 440",BRANCA,6-487-618-7
CRUZEIRO DO SUL,-,Gasolina,L & S Comércio Varejista de Combustíveis Ltda,-,Lagoa,20/04/2011,-,AC,-,"3,500","Margem Esquerda do Rio Juruá, S/n Porto do Aterro",PETROBRAS DISTRIBUIDORA S.A,6-487-618-8
RIO BRANCO,"2,029",Diesel,Rp Comércio de Derivados de Petróleo Ltda.,-,Centro,20/04/2011,-,AC,FOB,"2,390","Rua Minas Gerais, 900",SABBA,16-532-618-0
RIO BRANCO,"2,114",Diesel,Pr Comércio de Derivados de Petróleo Ltda.,-,Centro,20/04/2011,-,AC,CIF,"2,390","Rua Floriano Peixoto, 815",PETROBRAS DISTRIBUIDORA S.A,16-532-618-1
RIO BRANCO,"2,154",Diesel,Auto Posto Ale V Ltda.,-,Estação Experimental,20/04/2011,-,AC,CIF,"2,400","Avenida Nações Unidas, 2123",PETROBRAS DISTRIBUIDORA S.A,16-532-618-2
RIO BRANCO,"2,085",Diesel,T.m. Comércio de Combustíveis e Derivados Ltda,-,Conquista,20/04/2011,-,AC,CIF,"2,400","Rua Valdomiro Lopes, 793",PETROBRAS DISTRIBUIDORA S.A,16-532-618-3
RIO BRANCO,-,Diesel,Codepe Combustiveis Ltda.,-,Calafate,20/04/2011,-,AC,-,"2,400","Loteamento Portal da Amazônia, S/n Quadra 101 Lts 1,2,3,4,5 e 33",PETROBRAS DISTRIBUIDORA S.A,16-532-618-4
RIO BRANCO,"2,096",Diesel,Auto Posto Canindé Ltda.,-,Zona Rural - Vila Acre,20/04/2011,-,AC,CIF,"2,400","Rodovia Ac -40, 3206 Km - 07",EQUADOR,16-532-618-5
RIO BRANCO,"2,116",Diesel,Aldemir Souza Rocha - Me.,-,Abrahão Alab,20/04/2011,-,AC,CIF,"2,410","Avenida Ceará, 2767",EQUADOR,16-532-618-6
RIO BRANCO,-,Diesel,F. S.c. Magalhães - Me.,-,Distrito Industria,20/04/2011,-,AC,-,"2,420","Rodovia Br 364 - Rua 3 - Zona A Setor 14 L/1a, S/n",EQUADOR,16-532-618-7
RIO BRANCO,"2,001",Diesel,Posto Village Ltda.,-,Vila Ivonete,20/04/2011,PETROBRAS DISTRIBUIDORA S.A,AC,FOB,"2,420","Rua Antonio da Rocha Viana, S/n Conj. Village W. Marciel Qd. 02 Lotes 01 A 04",BRANCA,16-532-618-8
RIO BRANCO,"2,043",Diesel,Auto Posto Amapá Ltda.,-,Corrente,20/04/2011,PETROBRAS DISTRIBUIDORA S.A,AC,CIF,"2,450","Rodovia Ac 40, Via Chico Mendes, 3570 Km 04",BRANCA,16-532-618-9
RIO BRANCO,-,Diesel,Auto Posto Castanheira Ltda.,-,Floresta,20/04/2011,-,AC,-,"2,450","Estrada da Floresta, S/n",EQUADOR,16-532-618-10
RIO BRANCO,"2,076",Diesel,J. Chikowski,-,Bosque,20/04/2011,-,AC,CIF,"2,450","Rua Isaura Parente, 671",PETROBRAS DISTRIBUIDORA S.A,16-532-618-11
RIO BRANCO,"2,092",Diesel,Comdepe Comércio de Derivados de Petróleo Ltda,-,Aviário,20/04/2011,-,AC,CIF,"2,450","Avenida Naçoes Unidas, 23 0",PETROBRAS DISTRIBUIDORA S.A,16-532-618-12
RIO BRANCO,-,Diesel,M.n. Matozo,-,Placas,20/04/2011,-,AC,-,"2,450","Rua Juarez Tavora, 1489",PETROBRAS DISTRIBUIDORA S.A,16-532-618-13
RIO BRANCO,"2,038",Diesel,W. L. Soster - Me,-,Belo Jardim,20/04/2011,-,AC,FOB,"2,450","Rodovia Br 364, 66 Sentido Porto Velho",SABBA,16-532-618-14
RIO BRANCO,"2,087",Diesel,Auto Posto Acauan Ltda,-,Vila Acre,20/04/2011,-,AC,CIF,"2,460","Rodovia Ac 40, 1800",PETROBRAS DISTRIBUIDORA S.A,16-532-618-15
RIO BRANCO,-,Diesel,Norte Comércio de Derivados de Petróleo Ltda.,-,Ivete Vargas,20/04/2011,-,AC,-,"2,460","Rua   Rio de Janeiro, 1215 Zona Urbana",IPP,16-532-618-16
RIO BRANCO,"2,099",Diesel,Auto Posto Isaurão Ltda.,-,Estação Experimental,20/04/2011,-,AC,CIF,"2,470","Rua Isaura Parente, 1412",PETROBRAS DISTRIBUIDORA S.A,16-532-618-17
RIO BRANCO,-,Diesel,Comdepe Comércio de Derivados de Petróleo Ltda,-,Placas,20/04/2011,-,AC,-,"2,470","Estrada Jarbas Passarinho, 115",PETROBRAS DISTRIBUIDORA S.A,16-532-618-18
RIO BRANCO,"2,088",Diesel,Farhat & Farhat Ltda.,-,São Francisco,20/04/2011,PETROBRAS DISTRIBUIDORA S.A,AC,CIF,"2,480","Estrada Santa Inês, 1036",BRANCA,16-532-618-19
RIO BRANCO,-,Diesel,Norte Comércio de Derivados de Petróleo Ltda.,-,Centro,20/04/2011,-,AC,-,"2,480","Avenida Adenilson Rogerio de Oliveira, 72",EQUADOR,16-532-618-20
RIO BRANCO,-,Diesel,R & M Comércio de Derivados de Petróleo Ltda.,-,Bosque,20/04/2011,-,AC,-,"2,480","Avenida Nações Unidas, 480",SABBA,16-532-618-21
RIO BRANCO,"2,127",Etanol,T.m. Comércio de Combustíveis e Derivados Ltda,-,Conquista,20/04/2011,-,AC,CIF,"2,340","Rua Valdomiro Lopes, 793",PETROBRAS DISTRIBUIDORA S.A,16-643-618-0
RIO BRANCO,"2,132",Etanol,Posto Village Ltda.,-,Vila Ivonete,20/04/2011,PETROBRAS DISTRIBUIDORA S.A,AC,FOB,"2,340","Rua Antonio da Rocha Viana, S/n Conj. Village W. Marciel Qd. 02 Lotes 01 A 04",BRANCA,16-643-618-1
RIO BRANCO,"2,133",Etanol,W & A Comércio de Combustíveis Ltda.,-,Bosque,20/04/2011,PETROBRAS DISTRIBUIDORA S.A,AC,CIF,"2,350","Rua Marechal Deodoro da Fonseca, 1040",BRANCA,16-643-618-2
RIO BRANCO,-,Etanol,Norte Comércio de Derivados de Petróleo Ltda.,-,Ivete Vargas,20/04/2011,-,AC,-,"2,350","Rua   Rio de Janeiro, 1215 Zona Urbana",IPP,16-643-618-3
RIO BRANCO,-,Etanol,R & M Comércio de Derivados de Petróleo Ltda.,-,Bosque,20/04/2011,-,AC,-,"2,360","Avenida Nações Unidas, 480",SABBA,16-643-618-4
RIO BRANCO,-,Etanol,Pr Comércio de Derivados de Petróleo Ltda.,-,Centro,20/04/2011,-,AC,-,"2,390","Rua Floriano Peixoto, 815",PETROBRAS DISTRIBUIDORA S.A,16-643-618-5
RIO BRANCO,"2,138",Etanol,J. Chikowski,-,Bosque,20/04/2011,-,AC,CIF,"2,390","Rua Isaura Parente, 671",PETROBRAS DISTRIBUIDORA S.A,16-643-618-6
RIO BRANCO,-,Etanol,Auto Posto Castanheira Ltda.,-,Floresta,20/04/2011,-,AC,-,"2,390","Estrada da Floresta, S/n",EQUADOR,16-643-618-7
RIO BRANCO,"2,125",Etanol,Rp Comércio de Derivados de Petróleo Ltda.,-,Centro,20/04/2011,-,AC,FOB,"2,390","Rua Minas Gerais, 900",SABBA,16-643-618-8
RIO BRANCO,"2,140",Etanol,Auto Posto Acauan Ltda,-,Vila Acre,20/04/2011,-,AC,CIF,"2,390","Rodovia Ac 40, 1800",PETROBRAS DISTRIBUIDORA S.A,16-643-618-9
RIO BRANCO,-,Etanol,Comdepe Comércio de Derivados de Petróleo Ltda,-,Placas,20/04/2011,-,AC,-,"2,390","Estrada Jarbas Passarinho, 115",PETROBRAS DISTRIBUIDORA S.A,16-643-618-10
RIO BRANCO,"2,176",Etanol,Auto Posto Isaurão Ltda.,-,Estação Experimental,20/04/2011,-,AC,CIF,"2,390","Rua Isaura Parente, 1412",PETROBRAS DISTRIBUIDORA S.A,16-643-618-11
RIO BRANCO,-,Etanol,Norte Comércio de Derivados de Petróleo Ltda.,-,Centro,20/04/2011,-,AC,-,"2,400","Avenida Adenilson Rogerio de Oliveira, 72",EQUADOR,16-643-618-12
RIO BRANCO,-,Etanol,M.n. Matozo,-,Placas,20/04/2011,-,AC,-,"2,420","Rua Juarez Tavora, 1489",PETROBRAS DISTRIBUIDORA S.A,16-643-618-13
RIO BRANCO,-,Etanol,Codepe Combustiveis Ltda.,-,Calafate,20/04/2011,-,AC,-,"2,430","Loteamento Portal da Amazônia, S/n Quadra 101 Lts 1,2,3,4,5 e 33",PETROBRAS DISTRIBUIDORA S.A,16-643-618-14
RIO BRANCO,"2,079",Etanol,Farhat & Farhat Ltda.,-,São Francisco,20/04/2011,PETROBRAS DISTRIBUIDORA S.A,AC,CIF,"2,450","Estrada Santa Inês, 1036",BRANCA,16-643-618-15
RIO BRANCO,-,Etanol,F. S.c. Magalhães - Me.,-,Distrito Industria,20/04/2011,-,AC,-,"2,450","Rodovia Br 364 - Rua 3 - Zona A Setor 14 L/1a, S/n",EQUADOR,16-643-618-16
RIO BRANCO,"2,433",Etanol,W. L. Soster - Me,-,Belo Jardim,20/04/2011,-,AC,FOB,"2,470","Rodovia Br 364, 66 Sentido Porto Velho",SABBA,16-643-618-17
RIO BRANCO,"2,187",Etanol,Auto Posto Ale V Ltda.,-,Estação Experimental,20/04/2011,-,AC,CIF,"2,480","Avenida Nações Unidas, 2123",PETROBRAS DISTRIBUIDORA S.A,16-643-618-18
RIO BRANCO,"2,345",Etanol,Aldemir Souza Rocha - Me.,-,Abrahão Alab,20/04/2011,-,AC,CIF,"2,480","Avenida Ceará, 2767",EQUADOR,16-643-618-19
RIO BRANCO,"2,339",Etanol,Auto Posto Canindé Ltda.,-,Zona Rural - Vila Acre,20/04/2011,-,AC,CIF,"2,540","Rodovia Ac -40, 3206 Km - 07",EQUADOR,16-643-618-20
RIO BRANCO,"2,141",Etanol,Auto Posto Amapá Ltda.,-,Corrente,20/04/2011,PETROBRAS DISTRIBUIDORA S.A,AC,CIF,"2,560","Rodovia Ac 40, Via Chico Mendes, 3570 Km 04",BRANCA,16-643-618-21
RIO BRANCO,-,GLP,J. C. Neves,-,Bairro da Paz,20/04/2011,,AC,-,"40,00","Rua Botafogo, 1309",-,16-462-618-0
RIO BRANCO,-,GLP,Silva & Campos Ltda,-,Floresta,20/04/2011,,AC,-,"40,00","Estrada da Floresta, 620",-,16-462-618-1
RIO BRANCO,"37,08",GLP,Farhat & Farhat Ltda.,FOGAS,São Francisco,20/04/2011,,AC,CIF,"40,00","Estrada Santa Inês, 1036",-,16-462-618-2
RIO BRANCO,-,GLP,G. Ricardo do Nascimento,-,Baixa da Colina,20/04/2011,,AC,-,"40,00","Rua Independencia, 372",-,16-462-618-3
RIO BRANCO,-,GLP,Carlos Augusto Araujo Santos,-,Placas,20/04/2011,,AC,-,"40,00","Rua Sete de Setembro, 480",-,16-462-618-4
RIO BRANCO,-,GLP,R. Viana Silva Me,-,Nova Estação,20/04/2011,,AC,-,"40,00","Rua Belém, 772",-,16-462-618-5
RIO BRANCO,-,GLP,J. Cavalcante de Oliveira,-,Wanderley Dantas,20/04/2011,,AC,-,"40,00","Estrada de Porto Acre, 1764",-,16-462-618-6
RIO BRANCO,-,GLP,S J de Lima,-,Bahia Nova,20/04/2011,,AC,-,"40,00","Travessa Três Primaveras, 265",-,16-462-618-7
RIO BRANCO,-,GLP,Brito e Brito Ltda,-,Floresta,20/04/2011,,AC,-,"40,00","Estrada da Floresta, 424",-,16-462-618-8
RIO BRANCO,"38,12",GLP,K. C. F.gouveia Me,FOGAS,Primavera,20/04/2011,,AC,CIF,"40,00","Rua Felicidade, 321 Quadra 54 Lote 04",-,16-462-618-9
RIO BRANCO,"38,12",GLP,F. G. da Silveira,FOGAS,Mocinha Magalhães,20/04/2011,,AC,CIF,"40,00","Rua do Coco, 274",-,16-462-618-10
RIO BRANCO,"37,08",GLP,L. B. de Oliveira,FOGAS,Nova Esperança,20/04/2011,,AC,CIF,"40,00","Esquina da Avenida A Com Rua 12 de Outubro, 397",-,16-462-618-11
RIO BRANCO,"38,12",GLP,J.a. Lira de Lima,FOGAS,Calafate,20/04/2011,,AC,CIF,"40,00","Estrada do Calafate, 2136 Casa",-,16-462-618-12
RIO BRANCO,-,GLP,M.l.f. Leal,-,Taquari,20/04/2011,,AC,-,"40,00","Rua Baguari, 1699 Anexo",-,16-462-618-13
RIO BRANCO,-,GLP,B. L. Aguiar,-,Cerâmica,20/04/2011,,AC,-,"40,00","Travessa Amapa, 35",-,16-462-618-14
RIO BRANCO,-,GLP,F. Lima de Freitas,-,Belo Jardim Ii,20/04/2011,,AC,-,"40,00","Ramal do Macarrão, 1140",-,16-462-618-15
RIO BRANCO,-,GLP,A Clebilson Brandão Gomes Me,-,Cadeia Velha,20/04/2011,,AC,-,"40,00","Rua Venezuela, 338",-,16-462-618-16
RIO BRANCO,"38,12",GLP,M.n. Matozo,FOGAS,Placas,20/04/2011,,AC,CIF,"40,50","Rua Juarez Tavora, 1489",-,16-462-618-17
RIO BRANCO,-,GLP,A. Sampaio Tech,-,Vila da Amizade,20/04/2011,,AC,-,"41,00","Rua Maranguape, 340",-,16-462-618-18
RIO BRANCO,-,GLP,J.r. de Souza Lima Neto,-,Vila Nova,20/04/2011,,AC,-,"41,00","Rua Antonio da Rocha Viana, 3850",-,16-462-618-19
RIO BRANCO,-,GLP,E Maria Cardoso Silva,-,Calafate,20/04/2011,,AC,-,"41,00","Rua Sergipe, 309 Conj. Wald. Maciel",-,16-462-618-20
RIO BRANCO,"38,12",GLP,Rogério Nascimento de Souza,-,Floresta,20/04/2011,,AC,CIF,"41,00","Rua Padre Antônio, 341 Conj. Bela Vista",-,16-462-618-21
RIO BRANCO,"38,12",GLP,J Luiz de Souza,FOGAS,Jardim Eldorado,20/04/2011,,AC,CIF,"41,00","Rua do Divisor, 682",-,16-462-618-22
RIO BRANCO,"38,12",GLP,Sebastião de Souza Aragão Me,-,Baixada da Habitasa,20/04/2011,,AC,CIF,"41,00","Rua Venezuela, 243",-,16-462-618-23
RIO BRANCO,"38,12",GLP,R. Parente Pinto - Me,FOGAS,Zona Rural,20/04/2011,,AC,CIF,"41,00","Estrada Ac 40, 2120 Ramal Polo Benfica",-,16-462-618-24
RIO BRANCO,"38,12",GLP,S A Gomes de Souza,FOGAS,Zona Rural,20/04/2011,,AC,CIF,"41,00","Estrada Ac 90 Km-22, S/n",-,16-462-618-25
RIO BRANCO,"38,12",GLP,Domingos . de Morais - Me,FOGAS,Valdemar Maciel,20/04/2011,,AC,CIF,"41,00","Conjunto Valdemar Maciel, C/16 Qd/a",-,16-462-618-26
RIO BRANCO,"38,12",GLP,D. B. da Silva,FOGAS,Preventório,20/04/2011,,AC,CIF,"41,00","Rua Lei Aurea, 55",-,16-462-618-27
RIO BRANCO,-,GLP,Ronnie S. Santos,-,Palheiral,20/04/2011,,AC,-,"41,00","Rua C, 481",-,16-462-618-28
RIO BRANCO,-,GLP,J. F. F. da Silva,-,Calafate,20/04/2011,,AC,-,"41,00","Estrada do Calafate, Lot. Portal da Amazônia, 4372 Loja",-,16-462-618-29
RIO BRANCO,"38,12",GLP,F O de Sousa Me,FOGAS,Sobral,20/04/2011,,AC,CIF,"41,00","Estrada da Sobral, 2763",-,16-462-618-30
RIO BRANCO,"38,12",GLP,D. Pereira da Silva-me,FOGAS,Conquista,20/04/2011,,AC,CIF,"41,00","Rua Jose Magalhaes, 950",-,16-462-618-31
RIO BRANCO,-,GLP,Gercinildo de O Sena Me,-,Adalberto Aragão,20/04/2011,,AC,-,"41,00","Rua Marte, 350 Casa",-,16-462-618-32
RIO BRANCO,-,GLP,F D Barbosa - Me,-,Cadeia Velha,20/04/2011,,AC,-,"41,00","Rua São Raimundo, 276",-,16-462-618-33
RIO BRANCO,-,GLP,S.v. dos Santos,-,Quinze,20/04/2011,,AC,-,"41,00","Rua Salim Farhat, 425",-,16-462-618-34
RIO BRANCO,-,GLP,F da Silva Ramos,-,Distrito Industrial,20/04/2011,,AC,-,"41,00","Rua 01 Conj Universitário Iii Qd X Cs 26, 133 Loja",-,16-462-618-35
RIO BRANCO,-,GLP,D. Costa de Lima - Me,-,Airto Sena,20/04/2011,,AC,-,"41,00","Rua Projetada, 267",-,16-462-618-36
RIO BRANCO,-,GLP,M C de Oliveira Silva Me,-,Vila da Amizade,20/04/2011,,AC,-,"41,00","Rodovia Ac 40 Km 06, 1471",-,16-462-618-37
RIO BRANCO,-,GLP,V M L Cavalcante,-,Floresta,20/04/2011,,AC,-,"41,00","Rua Senador Guiomar, 621",-,16-462-618-38
RIO BRANCO,-,GLP,F Rodrigues de Souza,-,Placido de Castro,20/04/2011,,AC,-,"41,00","Rua Adalcides Galo, 429",-,16-462-618-39
RIO BRANCO,-,GLP,M D M do Vale,-,Capoeira,20/04/2011,,AC,-,"41,00","Rua Manoel Cezário, 315",-,16-462-618-40
RIO BRANCO,"38,12",GLP,Severiano F. Silva - Me,FOGAS,Aeroporto Velho,20/04/2011,,AC,CIF,"41,00","Antônio Boto, 106 Casa",-,16-462-618-41
RIO BRANCO,-,GLP,Maria de Lima Aiache,-,Seis de Agosto,20/04/2011,,AC,-,"41,00","Travessa Praxedes, 192",-,16-462-618-42
RIO BRANCO,-,GLP,Francisco C. de Souza,-,Mocinha Magalhaes,20/04/2011,,AC,-,"41,00","Rua da Melancia, 420",-,16-462-618-43
RIO BRANCO,"38,12",GLP,J. N. de Faria - Me,FOGAS,Cadeia Velha,20/04/2011,,AC,CIF,"41,00","Rua Mario Rabelo, 115",-,16-462-618-44
RIO BRANCO,"38,12",GLP,W. L. Soster - Me,FOGAS,Belo Jardim,20/04/2011,,AC,CIF,"41,00","Rodovia Br 364, 66 Sentido Porto Velho",-,16-462-618-45
RIO BRANCO,"38,12",GLP,M. D. L. Silva,FOGAS,João Eduardo Ii,20/04/2011,,AC,CIF,"41,00","Rua Mauá, 665",-,16-462-618-46
RIO BRANCO,"38,12",GLP,D.a. Lima,FOGAS,Baixada da Habitasa,20/04/2011,,AC,CIF,"41,00","Avenida Ceara, 248",-,16-462-618-47
RIO BRANCO,-,GLP,I. S. Cruz Me,-,Quinze,20/04/2011,,AC,-,"41,00","Rua Coronel Honorio Alves, Travessa Azul, 01",-,16-462-618-48
RIO BRANCO,-,GLP,J. L. de Vasconcelos - Me,-,Sobral,20/04/2011,,AC,-,"41,00","Estrada da Sobral, 453",-,16-462-618-49
RIO BRANCO,"38,12",GLP,Ml Souza de Paula,FOGAS,Adalberto Aragão,20/04/2011,,AC,CIF,"41,00","Rua Marte, 826 Casa",-,16-462-618-50
RIO BRANCO,"38,12",GLP,S R Pereira,FOGAS,Conquista,20/04/2011,,AC,CIF,"41,00","Rua Jose Magalhaes, 847",-,16-462-618-51
RIO BRANCO,-,GLP,E.g. Brandão Pereira,-,Santa Ines,20/04/2011,,AC,-,"41,00","Rua Edmundo Pinto, 781 Q.d Lote 06",-,16-462-618-52
RIO BRANCO,-,GLP,B. R. Fontinele,-,Bosque,20/04/2011,,AC,-,"41,00","Rua Hugo Carneiro, 1132",-,16-462-618-53
RIO BRANCO,-,GLP,Edilson Alves Barbosa,-,Esperança,20/04/2011,,AC,-,"41,00","Conjunto Lba Rua Senador Guiomard, 412",-,16-462-618-54
RIO BRANCO,-,GLP,D.j.a. da Silva,-,Placas,20/04/2011,,AC,-,"41,00","Rua Belém - Conj. Xavier Maia, 60 Qd. 22 - Casa 15",-,16-462-618-55
RIO BRANCO,-,GLP,Auto Posto Castanheira Ltda.,-,Floresta,20/04/2011,,AC,-,"41,00","Estrada da Floresta, S/n",-,16-462-618-56
RIO BRANCO,-,GLP,L.m. Nascimento,-,Quinze,20/04/2011,,AC,-,"42,00","Rua Nossa Senhora da Conceição, 319 Segundo Distrito",-,16-462-618-57
RIO BRANCO,-,GLP,Francisco S. F. da Silva - Me.,-,Vila Ivonete,20/04/2011,,AC,-,"42,00","Conjunto Sollar Ii Q. 04 C. 22, 392 Rua Francisco Neri",-,16-462-618-58
RIO BRANCO,"38,12",GLP,Posto Village Ltda.,FOGAS,Vila Ivonete,20/04/2011,,AC,CIF,"42,00","Rua Antonio da Rocha Viana, S/n Conj. Village W. Marciel Qd. 02 Lotes 01 A 04",-,16-462-618-59
RIO BRANCO,-,GLP,Mineia A Nunes Me,-,Taquari,20/04/2011,,AC,-,"42,00","Rua do Passeio, 161",-,16-462-618-60
RIO BRANCO,-,GLP,R.n.m. Lima-me,-,São Francisco,20/04/2011,,AC,-,"42,00","Rua Joaquim Macedo, 1129",-,16-462-618-61
RIO BRANCO,"38,12",GLP,M. Arnaldo da Silva - Me,FOGAS,Taquari,20/04/2011,,AC,CIF,"42,00","Rua do Passeio, 2364",-,16-462-618-62
RIO BRANCO,-,GLP,A Santos Saraiva - Me,-,Conquista,20/04/2011,,AC,-,"42,00","Rua Trinta, 773",-,16-462-618-63
RIO BRANCO,-,GLP,Marito S. Azevedo,-,Joao Eduardo I,20/04/2011,,AC,-,"42,00","Rua Santa Luzia, 236",-,16-462-618-64
RIO BRANCO,-,GLP,M J S de Araujo - Me,-,Distrito Industrial,20/04/2011,,AC,-,"42,00","Conjunto Tucuma, 25 I Q S 17 Av.sul",-,16-462-618-65
RIO BRANCO,"38,12",GLP,M I S Souza Martins,FOGAS,Boa União,20/04/2011,,AC,CIF,"42,00","Rua Boa União, 520 Casa",-,16-462-618-66
RIO BRANCO,"38,12",GLP,Auto Posto Ale V Ltda.,FOGAS,Estação Experimental,20/04/2011,,AC,CIF,"43,00","Avenida Nações Unidas, 2123",-,16-462-618-67
RIO BRANCO,-,GLP,O. C . de Souza,-,Seringal Benfica,20/04/2011,,AC,-,"44,00","Rodovia Ac 40 Km 13, 9010 Zona Rural",-,16-462-618-68
RIO BRANCO,"2,584",Gasolina,Farhat & Farhat Ltda.,-,São Francisco,20/04/2011,PETROBRAS DISTRIBUIDORA S.A,AC,CIF,"3,090","Estrada Santa Inês, 1036",BRANCA,16-487-618-0
