city,preco_compra,tipo,razao_social,distribuidora,bairro,data_coleta,fornecedor,state,modalidade_de_compra,preco_venda,endereco,bandeira,id
GUANAMBI,-,Etanol,Auto Posto Sao Pedro Ltda,-,Centro,25/10/2011,-,BA,-,"1,990","Avenida Barao do Rio Branco, 383",BRANCA,606-643-645-1
GUANAMBI,-,Etanol,Posto Guaruja Ltda,-,Sede,25/10/2011,-,BA,-,"1,990","Rodovia Br 030, S/n Km 01",PETROBRAS DISTRIBUIDORA S.A,606-643-645-2
GUANAMBI,-,Etanol,Auto Posto Por do Sol Coml. Prod. Deriv. Petróleo Ltda.,-,Recanto Por do Sol,25/10/2011,-,BA,-,"1,999","Avenida Governador Waldir Pires, 3451",PETROBRAS DISTRIBUIDORA S.A,606-643-645-3
GUANAMBI,"1,802",Etanol,Posto Guanambi Ltda.,-,Paraíso,25/10/2011,PETROBAHIA,BA,FOB,"1,999","Avenida Professor Jose Neves Teixeira, 850",BRANCA,606-643-645-4
GUANAMBI,-,Etanol,Auto Posto Rio Branco Derivados de Petroleo Ltda,-,Centro,25/10/2011,-,BA,-,"1,999","Avenida Barao do Rio Branco, 819",BRANCA,606-643-645-5
GUANAMBI,"1,752",Etanol,Posto Modelo Ltda,-,Centro,25/10/2011,PETROBRAS DISTRIBUIDORA S.A,BA,FOB,"2,080","Rua Barão do Rio Branco, 205",BRANCA,606-643-645-6
GUANAMBI,"1,855",Etanol,Posto de Derivados de Petróleo Ita Guanabara Ltda.,-,Sede,25/10/2011,-,BA,CIF,"2,099","Avenida Guanabara, 10",BRANCA,606-643-645-7
GUANAMBI,-,Etanol,Leonardo Cardoso de Brito,-,Santo Antônio,25/10/2011,-,BA,-,"2,099","Avenida Governador Waldir Pires, 71",BRANCA,606-643-645-8
GUANAMBI,"22,09",GLP,Supergás Distribuidora de Gás Guanambi Ltda Me,-,Dr. Beneval B. Sorte,25/10/2011,,BA,FOB,"28,00","Rua Juscelino Kubstchek, 167 Núcleo Habitacional",-,606-462-645-0
GUANAMBI,-,GLP,Bahiagas Comercio e Trsnp. Deriv. de Petroleo Ltda.,-,São José,25/10/2011,,BA,-,"28,00","Rua Nova Olinda, 170",-,606-462-645-1
GUANAMBI,-,GLP,Lidergás Comércio e Transporte de Gás Ltda.,-,Vomita Mel,25/10/2011,,BA,-,"28,00","Avenida Santos Dumont, 827",-,606-462-645-2
GUANAMBI,-,GLP,Max Cotrim,-,Morrinhos,25/10/2011,,BA,-,"28,00","Rua Leolino Pereira de Castro, 60",-,606-462-645-3
GUANAMBI,"23,26",GLP,Ruy Márcio Rocha Martins,BAHIANA,São Francisco,25/10/2011,,BA,FOB,"28,00","Avenida Barão do Rio Branco, 1100",-,606-462-645-4
GUANAMBI,"25,00",GLP,Topgás Distribuidor de Gás Ltda,-,Loteamento Municipal,25/10/2011,,BA,FOB,"28,00","Avenida Santos Dumont, 1235 Depósito",-,606-462-645-5
GUANAMBI,-,GLP,Washington Teixeira dos Santos,-,Centro,25/10/2011,,BA,-,"28,00","Rua Casimiro de Abreu, 281",-,606-462-645-6
GUANAMBI,-,GLP,Souzagás Distribuidora de Gás Souza Ltda.,-,Vomitamel,25/10/2011,,BA,-,"28,00","Rua Barão de Macaúbas, 220",-,606-462-645-7
GUANAMBI,-,GLP,Martins & Prado Ltda,-,Centro,25/10/2011,,BA,-,"28,00","Praca Henrique Pereira Donato, 247",-,606-462-645-8
GUANAMBI,"21,50",GLP,Cardozo e Bites Ltda.,LIQUIGÁS S/A,São Francisco,25/10/2011,,BA,FOB,"28,00","Avenida Barão do Rio Branco, 698",-,606-462-645-9
GUANAMBI,-,GLP,Trigas Distribuidora de Gas Guanambi Ltda,-,Brindes,24/10/2011,,BA,-,"28,00","Avenida Senador Nilo Coelho, 02",-,606-462-645-10
GUANAMBI,-,GLP,Shalom Gás Distribuidora Ltda,-,Bela Vista,25/10/2011,,BA,-,"28,00","Rua Otavio Mangabeira, 1100 Galpão",-,606-462-645-11
GUANAMBI,-,GLP,Liquigas Guanambiense Ltda,-,Nova Olinda,25/10/2011,,BA,-,"28,00","Avenida Vereador Va Donato, 263",-,606-462-645-12
GUANAMBI,"25,00",GLP,Edileno Moreira de Oliveira,-,Alto Caiçara,25/10/2011,,BA,FOB,"28,00","Avenida Genesio Pau D` Arco, 425 Depósito",-,606-462-645-13
GUANAMBI,"2,333",Gasolina,Posto de Derivados de Petróleo Ita Guanabara Ltda.,-,Sede,25/10/2011,PETROBAHIA,BA,FOB,"2,848","Avenida Guanabara, 10",BRANCA,606-487-645-0
GUANAMBI,"2,290",Gasolina,Sociedade Comercial Mercolub Ltda,-,São Francisco,25/10/2011,TOTAL,BA,FOB,"2,848","Avenida Barao do Rio Branco, 1439",BRANCA,606-487-645-1
GUANAMBI,-,Gasolina,Auto Posto Rio Branco Derivados de Petroleo Ltda,-,Centro,25/10/2011,-,BA,-,"2,849","Avenida Barao do Rio Branco, 819",BRANCA,606-487-645-2
GUANAMBI,"2,327",Gasolina,Leonardo Cardoso de Brito,-,Santo Antônio,25/10/2011,PETROBAHIA,BA,FOB,"2,849","Avenida Governador Waldir Pires, 71",BRANCA,606-487-645-3
GUANAMBI,"2,434",Gasolina,Posto Modelo Ltda,-,Centro,25/10/2011,PETROBRAS DISTRIBUIDORA S.A,BA,FOB,"2,850","Rua Barão do Rio Branco, 205",BRANCA,606-487-645-4
GUANAMBI,"2,328",Gasolina,Grupo A Comércio de Combustíveis e Lubrificantes Ltda.,-,São Francisco,25/10/2011,ALESAT,BA,FOB,"2,850","Avenida Barao do Rio Branco, 1800",BRANCA,606-487-645-5
GUANAMBI,-,Gasolina,Posto Guaruja Ltda,-,Sede,25/10/2011,-,BA,-,"2,860","Rodovia Br 030, S/n Km 01",PETROBRAS DISTRIBUIDORA S.A,606-487-645-6
GUANAMBI,-,Gasolina,Auto Posto Sao Pedro Ltda,-,Centro,25/10/2011,-,BA,-,"2,890","Avenida Barao do Rio Branco, 383",BRANCA,606-487-645-7
GUANAMBI,-,Gasolina,Auto Posto Por do Sol Coml. Prod. Deriv. Petróleo Ltda.,-,Recanto Por do Sol,25/10/2011,-,BA,-,"2,890","Avenida Governador Waldir Pires, 3451",PETROBRAS DISTRIBUIDORA S.A,606-487-645-8
ILHEUS,-,Diesel,Nejaim Comércio de Derivados de Petróleo Ltda,-,Sede/ Salobrinho,24/10/2011,-,BA,-,"1,870","Rodovia Ilhéus - Itabuna À Margem da Br 415, S/n",PETROBAHIA,659-532-645-0
ILHEUS,"1,717",Diesel,Lopes Lemos Comércio de Combustíveis  Ltda.,-,Banco da Vitória,24/10/2011,PETROBAHIA,BA,FOB,"1,870","Rodovia Ilhéus/ Itabuna, S/n Km 6",BRANCA,659-532-645-1
ILHEUS,"1,715",Diesel,Posto Shopping Ltda.,-,Banco da Vitória,24/10/2011,ATLÂNTICA,BA,CIF,"1,890","Rodovia Ilheus/itabuna, S/nº Km 10,5",BRANCA,659-532-645-2
ILHEUS,"1,688",Diesel,Derivados de Petroleo Leleu Ltda,-,Centro,24/10/2011,SETTA DISTRIBUIDORA,BA,FOB,"1,930","Avenida Itabuna, 2282",BRANCA,659-532-645-3
ILHEUS,-,Diesel,Beira Mar - Produtos de Petroleo Ltda.,-,Olivença,24/10/2011,-,BA,-,"1,980","Avenida Lomanto Junior, 800",BRANCA,659-532-645-4
ILHEUS,"1,680",Diesel,Petrolife Com. de Comb. e Deriv. de Petroleo Ltda.,-,Barra de Itaipe,24/10/2011,PETROX DISTRIBUIDORA,BA,FOB,"1,990","Avenida Ubaitaba, 1505",BRANCA,659-532-645-5
ILHEUS,"1,685",Diesel,Mega Posto Comercial de Combustíveis Ltda.,-,Malhado,24/10/2011,PETROX DISTRIBUIDORA,BA,FOB,"1,990","Avenida Ubaitaba, 1476",BRANCA,659-532-645-6
ILHEUS,"1,755",Diesel,Ivan Coelho Porto & Irmão Ltda.,-,São Francisco,24/10/2011,SETTA DISTRIBUIDORA,BA,CIF,"2,080","Rua A Rod. Ilhéus - Olivença, S/n Km 0",BRANCA,659-532-645-7
ILHEUS,"1,736",Diesel,Fiori Vargas Combustíveis e Lubrifiantes Ltda.,-,Centro,24/10/2011,-,BA,CIF,"2,090","Rua   Carneiro da Rocha, 2",ELLO,659-532-645-8
ILHEUS,"1,785",Etanol,Lopes Lemos Comércio de Combustíveis  Ltda.,-,Banco da Vitória,24/10/2011,PETROBAHIA,BA,CIF,"2,150","Rodovia Ilhéus/ Itabuna, S/n Km 6",BRANCA,659-643-645-0
ILHEUS,"1,690",Etanol,Miranda Distribuidora de Petroleo Ltda.,-,Iguape,24/10/2011,PETROSERRA,BA,CIF,"2,150","Avenida Ferroviaria, S/n Km 04 - Rod. Ilheus/uruçuca",BRANCA,659-643-645-1
ILHEUS,"1,690",Etanol,Onda Comércio de Combustiveis Ltda,-,Conquista,24/10/2011,PETROSERRA,BA,FOB,"2,150","Avenida Itabuna, 1426",BRANCA,659-643-645-2
ILHEUS,-,Etanol,Beira Mar - Produtos de Petroleo Ltda.,-,Olivença,24/10/2011,-,BA,-,"2,150","Avenida Lomanto Junior, 800",BRANCA,659-643-645-3
ILHEUS,-,Etanol,Nejaim Comércio de Derivados de Petróleo Ltda,-,Sede/ Salobrinho,24/10/2011,-,BA,-,"2,158","Rodovia Ilhéus - Itabuna À Margem da Br 415, S/n",PETROBAHIA,659-643-645-4
ILHEUS,"1,777",Etanol,Ivan Coelho Porto & Irmão Ltda.,-,São Francisco,24/10/2011,SOLL,BA,CIF,"2,170","Rua A Rod. Ilhéus - Olivença, S/n Km 0",BRANCA,659-643-645-5
ILHEUS,"1,730",Etanol,Derivados de Petroleo Leleu Ltda,-,Centro,24/10/2011,PETROX DISTRIBUIDORA,BA,FOB,"2,170","Avenida Itabuna, 2282",BRANCA,659-643-645-6
ILHEUS,"1,740",Etanol,Mega Posto Comercial de Combustíveis Ltda.,-,Malhado,24/10/2011,LARCO,BA,FOB,"2,170","Avenida Ubaitaba, 1476",BRANCA,659-643-645-7
ILHEUS,"1,740",Etanol,Petrolife Com. de Comb. e Deriv. de Petroleo Ltda.,-,Barra de Itaipe,24/10/2011,LARCO,BA,FOB,"2,170","Avenida Ubaitaba, 1505",BRANCA,659-643-645-8
ILHEUS,"1,736",Etanol,Comercial de Derivados de Petróleo Dois de Julho Ltda.,-,Centro,24/10/2011,SETTA DISTRIBUIDORA,BA,CIF,"2,170","Praça José Marcelino, S/n",BRANCA,659-643-645-9
ILHEUS,"1,818",Etanol,Fiori Vargas Combustíveis e Lubrifiantes Ltda.,-,Centro,24/10/2011,-,BA,CIF,"2,190","Rua   Carneiro da Rocha, 2",ELLO,659-643-645-10
ILHEUS,-,GLP,J Muniz Distribuidora de Gas Ltda,-,Esperanca,24/10/2011,,BA,-,"37,00","Av Esperanca, 505",-,659-462-645-0
ILHEUS,"23,30",GLP,Vipgas Ltda.,SHV GÁS,Iguape,24/10/2011,,BA,FOB,"38,00","Rodovia Ba 262, S/n Km 08 Até O Km 5.000",-,659-462-645-1
ILHEUS,-,GLP,Posto de Serviços Dom Eduardo Ltda.,-,Basílio,24/10/2011,,BA,-,"38,00","Avenida Itabuna, 1814 Módulos A e B",-,659-462-645-2
ILHEUS,-,GLP,Barboza & Almeida Ltda,-,Cidade Nova,24/10/2011,,BA,-,"38,99","Avenida Petrobras, 250 Casa",-,659-462-645-3
ILHEUS,"25,81",GLP,G.f Comércio de Gás Ltda,BAHIANA,Barreira,24/10/2011,,BA,FOB,"39,00","Avenida Nossa Senhora  Aparecida, 629",-,659-462-645-4
ILHEUS,-,GLP,Am - Derivados de Petroleo e Comércio Ltda,-,Centro,24/10/2011,,BA,-,"39,90","Avenida   Petrobras, 100",-,659-462-645-5
ILHEUS,-,GLP,Checon Dantas Comércio de Combustíveis Ltda.,-,Centro,24/10/2011,,BA,-,"41,00","Avenida Itabuna, 534",-,659-462-645-6
ILHEUS,"2,338",Gasolina,Onda Comércio de Combustiveis Ltda,-,Conquista,24/10/2011,PETROX DISTRIBUIDORA,BA,CIF,"2,750","Avenida Itabuna, 1426",BRANCA,659-487-645-0
ILHEUS,"2,279",Gasolina,Beira Mar - Produtos de Petroleo Ltda.,-,Olivença,24/10/2011,SETTA DISTRIBUIDORA,BA,FOB,"2,750","Avenida Lomanto Junior, 800",BRANCA,659-487-645-1
ILHEUS,"2,310",Gasolina,Posto Shopping Ltda.,-,Banco da Vitória,24/10/2011,ATLÂNTICA,BA,CIF,"2,750","Rodovia Ilheus/itabuna, S/nº Km 10,5",BRANCA,659-487-645-2
ILHEUS,-,Gasolina,Nejaim Comércio de Derivados de Petróleo Ltda,-,Sede/ Salobrinho,24/10/2011,-,BA,-,"2,758","Rodovia Ilhéus - Itabuna À Margem da Br 415, S/n",PETROBAHIA,659-487-645-3
ILHEUS,"2,350",Gasolina,Petrolife Com. de Comb. e Deriv. de Petroleo Ltda.,-,Barra de Itaipe,24/10/2011,-,BA,FOB,"2,770","Avenida Ubaitaba, 1505",BRANCA,659-487-645-4
ILHEUS,"2,319",Gasolina,Ivan Coelho Porto & Irmão Ltda.,-,São Francisco,24/10/2011,SOLL,BA,CIF,"2,770","Rua A Rod. Ilhéus - Olivença, S/n Km 0",BRANCA,659-487-645-5
ILHEUS,"2,290",Gasolina,Lopes Lemos Comércio de Combustíveis  Ltda.,-,Banco da Vitória,24/10/2011,PETROBAHIA,BA,FOB,"2,770","Rodovia Ilhéus/ Itabuna, S/n Km 6",BRANCA,659-487-645-6
ILHEUS,"2,310",Gasolina,Comercial de Derivados de Petróleo Dois de Julho Ltda.,-,Centro,24/10/2011,TOTAL,BA,CIF,"2,780","Praça José Marcelino, S/n",BRANCA,659-487-645-7
ILHEUS,"2,274",Gasolina,Derivados de Petroleo Leleu Ltda,-,Centro,24/10/2011,SETTA DISTRIBUIDORA,BA,FOB,"2,790","Avenida Itabuna, 2282",BRANCA,659-487-645-8
ILHEUS,"2,351",Gasolina,Fiori Vargas Combustíveis e Lubrifiantes Ltda.,-,Centro,24/10/2011,-,BA,CIF,"2,800","Rua   Carneiro da Rocha, 2",ELLO,659-487-645-9
IPIRA,"1,660",Diesel,Posto de Combustível Marcelinho Ltda.,-,Centro,24/10/2011,TOTAL,BA,CIF,"1,800","Avenida Paulo Souto, 552",BRANCA,669-532-645-0
IPIRA,-,Diesel,Ademir Fraga Lima,-,Centro,25/10/2011,-,BA,-,"1,890","Rua Waldomiro Lins, 47 Posto",ELLO-PUMA,669-532-645-1
IPIRA,"1,698",Diesel,A S  Viana Costa Dantas,-,Sede,25/10/2011,-,BA,CIF,"1,890","Sitio São José, S/n",PETROBAHIA,669-532-645-2
IPIRA,"1,678",Diesel,Auto Posto São João Ltda.,-,Centro,25/10/2011,-,BA,CIF,"1,890","Rodovia Ba 052, S/n Km 85",PETROBRAS DISTRIBUIDORA S.A,669-532-645-3
IPIRA,"1,676",Diesel,Dungão - Comércio de Derivados de Petróleo Ltda.,-,Centro,24/10/2011,LARCO,BA,CIF,"1,890","Rua Henrique Praguer, S/n",BRANCA,669-532-645-4
IPIRA,-,Etanol,Posto de Combustível Marcelinho Ltda.,-,Centro,24/10/2011,-,BA,-,"1,900","Avenida Paulo Souto, 552",BRANCA,669-643-645-0
IPIRA,-,Etanol,Ademir Fraga Lima,-,Centro,25/10/2011,-,BA,-,"1,900","Rua Waldomiro Lins, 47 Posto",ELLO-PUMA,669-643-645-1
IPIRA,"1,810",Etanol,Auto Posto São João Ltda.,-,Centro,25/10/2011,-,BA,CIF,"1,910","Rodovia Ba 052, S/n Km 85",PETROBRAS DISTRIBUIDORA S.A,669-643-645-2
IPIRA,"1,832",Etanol,A S  Viana Costa Dantas,-,Sede,25/10/2011,-,BA,CIF,"1,990","Sitio São José, S/n",PETROBAHIA,669-643-645-3
IPIRA,-,Etanol,Auto Posto Ponto Forte Ltda.,-,Rodovia,25/10/2011,-,BA,-,"2,000","Rodovia Ba 052, S/n Km 94",BRANCA,669-643-645-4
IPIRA,"24,67",GLP,J & J Regional Gás Ltda,ULTRAGAZ,Centro,26/10/2011,,BA,FOB,"38,00","Loteamento Novo Horizonte, 90 Terreo",-,669-462-645-0
IPIRA,"28,82",GLP,Eliel Santos Gonçalves Me,LIQUIGÁS S/A,Centro,26/10/2011,,BA,FOB,"38,00","Rua Ferreira Lima, S/n",-,669-462-645-1
IPIRA,"24,67",GLP,Nelson de Jesus Soares,-,Centro,26/10/2011,,BA,FOB,"38,00","Rua Artur Neiva, S/n.º",-,669-462-645-2
IPIRA,"24,67",GLP,Nelson de Jesus Soares,-,Centro,26/10/2011,,BA,FOB,"38,00","Rua Jose Luis dos Santos, 480",-,669-462-645-3
IPIRA,"2,260",Gasolina,Posto de Combustível Marcelinho Ltda.,-,Centro,24/10/2011,TOTAL,BA,CIF,"2,650","Avenida Paulo Souto, 552",BRANCA,669-487-645-0
IPIRA,-,Gasolina,Ademir Fraga Lima,-,Centro,25/10/2011,-,BA,-,"2,750","Rua Waldomiro Lins, 47 Posto",ELLO-PUMA,669-487-645-1
IPIRA,"2,320",Gasolina,A S  Viana Costa Dantas,-,Sede,25/10/2011,-,BA,CIF,"2,750","Sitio São José, S/n",PETROBAHIA,669-487-645-2
IPIRA,"2,270",Gasolina,Dungão - Comércio de Derivados de Petróleo Ltda.,-,Centro,24/10/2011,LARCO,BA,CIF,"2,750","Rua Henrique Praguer, S/n",BRANCA,669-487-645-3
IPIRA,"2,384",Gasolina,Auto Posto São João Ltda.,-,Centro,25/10/2011,-,BA,CIF,"2,760","Rodovia Ba 052, S/n Km 85",PETROBRAS DISTRIBUIDORA S.A,669-487-645-4
IRECE,"1,665",Diesel,O. Torres,-,Centro,25/10/2011,LARCO,BA,FOB,"1,880","Avenida Santos Lopes, 1660",BRANCA,678-532-645-0
IRECE,-,Diesel,Edgar Alicrim de Souza e Cia Ltda,-,Zona Rural,25/10/2011,-,BA,-,"1,890","Rodovia Br 330, S/n Km 04 - Estrada Irece - Ibitita",PETROBRAS DISTRIBUIDORA S.A,678-532-645-1
IRECE,-,Diesel,Alimar Comercial Ltda.,-,Centro,25/10/2011,-,BA,-,"1,890","Avenida Primeiro de Janeiro, 1154",PETROBRAS DISTRIBUIDORA S.A,678-532-645-2
IRECE,"1,665",Diesel,Deraldo Alves Dourado,-,Centro,25/10/2011,TOTAL,BA,FOB,"1,890","Avenida Tertuliano Cambui, 584",BRANCA,678-532-645-3
IRECE,"1,744",Diesel,U & F Derivados de Petróleo Ltda.,-,Rodovia,25/10/2011,-,BA,FOB,"1,900","Rodovia Ba 052, Km 351, S/n Térreo",SP,678-532-645-4
IRECE,"1,685",Diesel,Posto Quatro Rodas Ltda.,-,Centro,25/10/2011,-,BA,FOB,"1,900","Avenida 1 de Janeiro, 61 Lt. 7, Qd. C",PETROBRAS DISTRIBUIDORA S.A,678-532-645-5
IRECE,-,Diesel,S. A. M. Comercio Ltda.,-,Centro,25/10/2011,-,BA,-,"1,990","Avenida Caraibas, 247",PETROBRAS DISTRIBUIDORA S.A,678-532-645-6
IRECE,"1,721",Diesel,G F de Souza,-,Centro,25/10/2011,-,BA,FOB,"1,990","Avenida Santos Lopes, 320",SHELL,678-532-645-7
IRECE,"1,717",Diesel,Ramos Derivados de Petroleo Ltda.,-,Centro,25/10/2011,-,BA,CIF,"1,990","Avenida Raimundo Bomfim, 25 Prédio",PETROBAHIA,678-532-645-8
IRECE,-,Etanol,O. Torres,-,Centro,25/10/2011,-,BA,-,"1,990","Avenida Santos Lopes, 1660",BRANCA,678-643-645-0
IRECE,"1,700",Etanol,Auto Posto Copa 70 Ltda.,-,Sede,25/10/2011,AROGAS,BA,FOB,"1,990","Rodovia Ba 052, S/n Km 354",BRANCA,678-643-645-1
IRECE,-,Etanol,Deraldo Alves Dourado,-,Centro,25/10/2011,-,BA,-,"1,990","Avenida Tertuliano Cambui, 584",BRANCA,678-643-645-2
IRECE,-,Etanol,U & F Derivados de Petróleo Ltda.,-,Rodovia,25/10/2011,-,BA,-,"2,070","Rodovia Ba 052, Km 351, S/n Térreo",SP,678-643-645-3
IRECE,"1,818",Etanol,Ramos Derivados de Petroleo Ltda.,-,Centro,25/10/2011,-,BA,FOB,"2,130","Avenida Raimundo Bomfim, 25 Prédio",PETROBAHIA,678-643-645-4
IRECE,"1,729",Etanol,Posto Quatro Rodas Ltda.,-,Centro,25/10/2011,-,BA,FOB,"2,190","Avenida 1 de Janeiro, 61 Lt. 7, Qd. C",PETROBRAS DISTRIBUIDORA S.A,678-643-645-5
IRECE,-,Etanol,G F de Souza,-,Centro,25/10/2011,-,BA,-,"2,290","Avenida Santos Lopes, 320",SHELL,678-643-645-6
IRECE,-,Etanol,S. A. M. Comercio Ltda.,-,Centro,25/10/2011,-,BA,-,"2,290","Avenida Caraibas, 247",PETROBRAS DISTRIBUIDORA S.A,678-643-645-7
IRECE,-,Etanol,Alimar Comercial Ltda.,-,Centro,25/10/2011,-,BA,-,"2,290","Avenida Primeiro de Janeiro, 1154",PETROBRAS DISTRIBUIDORA S.A,678-643-645-8
IRECE,-,GLP,Edgar Alicrim de Souza e Cia Ltda,-,Centro,26/10/2011,,BA,-,"35,00","Avenida Antonio Carlos Magalhaes, 30",-,678-462-645-0
IRECE,-,GLP,Amelia Chagas Fontes,-,Fundaçao Bradesco,26/10/2011,,BA,-,"35,00","Rua Senador Teotonio Vilela, 128 Terreo",-,678-462-645-1
IRECE,-,GLP,Reinivaldo da Silva Paiva Me,-,Centro,26/10/2011,,BA,-,"35,00","Rua Pedro Batista, 298",-,678-462-645-2
IRECE,-,GLP,Gilvan Cavalcante Santana & Cia Ltda,-,Centro,26/10/2011,,BA,-,"35,00","Avenida Primeiro de Janeiro, 141",-,678-462-645-3
IRECE,"32,00",GLP,Deraldo Alves Dourado,-,Centro,26/10/2011,,BA,FOB,"35,00","Avenida Tertuliano Cambui, 584",-,678-462-645-4
IRECE,"22,40",GLP,Ariobaldo Ferreira Barros,-,Centro,26/10/2011,,BA,FOB,"35,00","Avenida Primeiro de Janeiro, 173 Casa",-,678-462-645-5
IRECE,-,GLP,Ubiratan Barbosa Campos,-,Centro,26/10/2011,,BA,-,"35,00","Av Primeiro de Janeiro, 763",-,678-462-645-6
IRECE,-,GLP,S. A. M. Comercio Ltda.,-,Centro,26/10/2011,,BA,-,"35,00","Avenida Caraibas, 247",-,678-462-645-7
IRECE,"28,68",GLP,S.s. Gás Ltda,-,São José,26/10/2011,,BA,FOB,"35,00","Rua Felisberto C Dourado, 113",-,678-462-645-8
IRECE,"2,250",Gasolina,Auto Posto Copa 70 Ltda.,-,Sede,25/10/2011,LARCO,BA,FOB,"2,700","Rodovia Ba 052, S/n Km 354",BRANCA,678-487-645-0
IRECE,-,Gasolina,Edgar Alicrim de Souza e Cia Ltda,-,Zona Rural,25/10/2011,-,BA,-,"2,770","Rodovia Br 330, S/n Km 04 - Estrada Irece - Ibitita",PETROBRAS DISTRIBUIDORA S.A,678-487-645-1
IRECE,"2,270",Gasolina,Deraldo Alves Dourado,-,Centro,25/10/2011,TOTAL,BA,FOB,"2,790","Avenida Tertuliano Cambui, 584",BRANCA,678-487-645-2
IRECE,"2,457",Gasolina,U & F Derivados de Petróleo Ltda.,-,Rodovia,25/10/2011,-,BA,FOB,"2,830","Rodovia Ba 052, Km 351, S/n Térreo",SP,678-487-645-3
IRECE,"2,342",Gasolina,Posto Quatro Rodas Ltda.,-,Centro,25/10/2011,-,BA,FOB,"2,850","Avenida 1 de Janeiro, 61 Lt. 7, Qd. C",PETROBRAS DISTRIBUIDORA S.A,678-487-645-4
IRECE,-,Gasolina,S. A. M. Comercio Ltda.,-,Centro,25/10/2011,-,BA,-,"2,880","Avenida Caraibas, 247",PETROBRAS DISTRIBUIDORA S.A,678-487-645-5
IRECE,-,Gasolina,Alimar Comercial Ltda.,-,Centro,25/10/2011,-,BA,-,"2,880","Avenida Primeiro de Janeiro, 1154",PETROBRAS DISTRIBUIDORA S.A,678-487-645-6
IRECE,"2,370",Gasolina,G F de Souza,-,Centro,25/10/2011,-,BA,FOB,"2,890","Avenida Santos Lopes, 320",SHELL,678-487-645-7
ITABUNA,-,Diesel,Pate Derivado de Petroleo Ltda,-,Jaçanã,26/10/2011,-,BA,-,"1,890","Rua J, 42 Lot Jardim Jaçanã",BRANCA,683-532-645-0
ITABUNA,-,Diesel,Posto Universal Comércio de Combustíveis Ltda,-,Centro,26/10/2011,-,BA,-,"1,890","Rua Maria Olivia Rebouças, S/n",PETROBRAS DISTRIBUIDORA S.A,683-532-645-1
ITABUNA,"1,687",Diesel,Lovo Derivados de Petróleo Ltda.,-,Centro,26/10/2011,FEDERAL,BA,FOB,"1,890","Avenida Inacio Tosta Filho, 353",BRANCA,683-532-645-2
ITABUNA,-,Diesel,Lopes Lemos Comércio de Combustíveis  Ltda.,-,Fatima,26/10/2011,-,BA,-,"1,890","Avenida Juraci Magalhães, 1728",BRANCA,683-532-645-3
ITABUNA,-,Diesel,Ferradas Comercio e Derivados de Petroleo Ltda,-,Ferradas,26/10/2011,-,BA,-,"1,890","Rua Santo Antonio - Loteamento Goncalves, S/n Lt 26 e 27",PETROBRAS DISTRIBUIDORA S.A,683-532-645-4
ITABUNA,-,Diesel,Peixoto Produtos de Petroleo Ltda,-,Fatima,26/10/2011,-,BA,-,"1,890","Avenida Juracy Magalhaes, 782 Terreo",COSAN,683-532-645-5
ITABUNA,-,Diesel,Mapa - Produtos de Petroleo Ltda.,-,Odilon,26/10/2011,-,BA,-,"1,890","Rodovia Br 101, S/n Km 496",BRANCA,683-532-645-6
ITABUNA,-,Diesel,Castro Reis Produtos Derivados de Petróleo Ltda,-,Centro,26/10/2011,-,BA,-,"1,890","Avenida Fernando Gomes de Oliveira, S/n Térreo",BRANCA,683-532-645-7
ITABUNA,-,Diesel,Derivados de Petroleo Teuna Ltda,-,Centro,26/10/2011,-,BA,-,"1,891","Avenida Inacio Tosta Filho, 834 Terreo",BRANCA,683-532-645-8
ITABUNA,"1,755",Diesel,Carneiro Derivados de Petroleo Ltda,-,Lomanto Junior,26/10/2011,-,BA,FOB,"1,899","Avenida Jose Soares Pinheiro, S/n Km 3",PETROBRAS DISTRIBUIDORA S.A,683-532-645-9
ITABUNA,"1,730",Diesel,Comercial de Derivados de Petróleo Kamilly Ltda,-,Centro,26/10/2011,PETROX DISTRIBUIDORA,BA,CIF,"1,900","Avenida Inacio Tosta Filho, 508",BRANCA,683-532-645-10
ITABUNA,"1,706",Diesel,Derivados  de Petróleo e Serviços Ltda,-,Lomanto Junior,26/10/2011,-,BA,CIF,"1,929","Avenida José Soares Pinheiro, 2261 0",ELLO-PUMA,683-532-645-11
ITABUNA,-,Diesel,Lopes Lemos Comércio de Combustíveis  Ltda.,-,Centro,26/10/2011,-,BA,-,"1,930","Avenida Cinquentenário, 1405",PETROBRAS DISTRIBUIDORA S.A,683-532-645-12
ITABUNA,-,Diesel,Auto Posto Universal Ltda.,-,São Caetano,26/10/2011,-,BA,-,"1,930","Avenida Princesa Isabel, S/n Esquina C/ Rua Sergipe",COSAN COMBUSTÍVEIS,683-532-645-13
ITABUNA,"1,804",Diesel,K.r. Carvalho & Cia. Ltda.,-,Fatima,26/10/2011,-,BA,CIF,"1,930","Travessa   Juracy Magalhaes, 721",PETROBAHIA,683-532-645-14
ITABUNA,"1,747",Diesel,Fama Comercio de Combustiveis Ltda,-,Centro,26/10/2011,ALESAT,BA,CIF,"1,950","Avenida Amelia Amado, S/n",BRANCA,683-532-645-15
ITABUNA,"1,835",Diesel,Flecha S/a Turismo Comércio e Indústria,-,Lomanto Junior,26/10/2011,-,BA,CIF,"1,958","Rodovia Br 101, S/n Km 508",SHELL,683-532-645-16
